Rk,Player,Age,Team,Pos,G,GS,MP,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,WIN %,VALUE,AAV,Salary,,,Max Salary,Multipler
276,Thomas Bryant,27,2TM,C,66,8,963,0.614,17.1,1.8,1.2,3.1,0.152,0.7,0,0.6,0.6,,0.185676871,20.75397364,"19,287,741",,,,
225,Bobby Portis,29,MIL,PF,49,7,1244,0.542,24.1,0.9,1.9,2.7,0.106,0.6,-0.4,0.2,0.7,0.585,0.183722957,20.61812254,"19,161,488",,,,
276,Thomas Bryant,27,IND,C,56,8,848,0.613,17.6,1.6,1,2.6,0.15,0.9,-0.2,0.7,0.6,0.61,0.182160246,20.48227143,"19,035,234",,,,
38,Tobias Harris,32,DET,PF,73,73,2305,0.571,17.6,2.3,2.9,5.2,0.108,-0.5,0.6,0.1,1.2,0.537,0.181403842,20.34642032,"18,908,981",,,,
296,Khris Middleton,33,2TM,SF,37,21,843,0.588,22,1.2,0.8,2,0.116,0.4,0.3,0.7,0.6,,0.17668622,20.21056922,"18,782,727",,,,
61,Tyus Jones,28,PHO,PG,81,58,2174,0.585,16.2,4,0.3,4.4,0.096,1.4,-1.3,0.1,1.1,0.439,0.17242457,20.07471811,"18,656,474",,,,
270,Kyle Anderson,31,GSW,PF,36,3,541,0.522,15.7,0.6,0.9,1.5,0.132,-0.3,2.6,2.3,0.6,0.585,0.151813427,19.96535797,"18,554,840",,,,
15,Jaden McDaniels,24,MIN,PF,82,82,2614,0.562,16.3,2.3,3.9,6.3,0.115,-1.4,1.4,0,1.4,0.598,0.146966575,19.88837567,"18,483,296",,,,
248,Kenrich Williams,30,OKC,PF,69,7,1132,0.587,15.4,1.6,1.9,3.6,0.151,-0.4,0.9,0.6,0.7,0.829,0.142411695,19.81139338,"18,411,753",,,,
109,Nic Claxton,25,BRK,C,70,62,1882,0.569,16.8,1.8,2.5,4.3,0.11,-1.1,1.5,0.4,1.1,0.317,0.139198193,19.73441109,"18,340,209",,,,
364,Richaun Holmes,31,WAS,PF,31,7,534,0.695,14.7,1.6,0.4,2,0.178,1.2,0,1.1,0.4,0.22,0.138615237,19.65742879,"18,268,665",,,,
256,Jonathan Isaac,27,ORL,PF,71,1,1090,0.512,16.2,0.8,2.5,3.4,0.148,-1.1,1.8,0.7,0.7,0.5,0.138035002,19.5804465,"18,197,122",,,,
247,Kevon Looney,28,GSW,C,76,6,1142,0.535,13.3,2.2,2.1,4.3,0.182,-1,1.3,0.3,0.7,0.585,0.137478868,19.5034642,"18,125,578",,,,
342,Josh Okogie,26,2TM,SG,40,7,625,0.567,19.5,0.6,0.7,1.3,0.1,-0.1,1.6,1.5,0.6,,0.133038716,19.42648191,"18,054,034",,,,
301,Cam Whitmore,20,HOU,SF,51,3,827,0.549,23.9,0.6,1.2,1.8,0.106,0.7,-0.4,0.3,0.5,0.634,0.129685467,19.34949962,"17,982,491",,,,
31,Coby White,24,CHI,SG,74,73,2450,0.601,24.4,3,1.5,4.5,0.088,0.5,-1.4,-0.9,0.7,0.476,0.124730267,19.27251732,"17,910,947",,,,
161,Caris LeVert,30,ATL,SG,26,0,692,0.583,21.2,1.1,0.5,1.6,0.112,1.1,-0.7,0.4,0.4,0.488,0.114961035,19.19553503,"17,839,403",,,,
189,Kel'el Ware,20,MIA,C,64,36,1422,0.603,17.2,1.7,2.5,4.1,0.14,-0.7,0.6,-0.1,0.7,0.451,0.114399568,19.11855273,"17,767,860",,,,
206,Jake LaRavia,23,MEM,PF,47,0,982,0.605,14.5,1.2,1.2,2.4,0.119,-0.2,1.5,1.3,0.8,0.585,0.108710553,19.04157044,"17,696,316",,,,
181,D'Angelo Russell,28,BRK,PG,29,26,717,0.508,25.9,0.2,0.7,0.9,0.063,0.8,0.2,1,0.5,0.317,0.106334965,18.96458814,"17,624,773",,,,
182,Lauri Markkanen,27,UTA,PF,47,47,1476,0.571,24,1.8,0.3,2.2,0.07,1.8,-2.1,-0.3,0.7,0.207,0.101201495,18.88760585,"17,553,229",,,,
76,Dennis Schröder,31,BRK,PG,23,23,772,0.588,23.8,1.1,0.5,1.6,0.099,1.1,-1.1,0,0.4,0.317,0.096839408,18.81062356,"17,481,685",,,,
81,Luguentz Dort,25,OKC,SF,71,71,2073,0.586,13.6,2.4,3.2,5.6,0.129,-0.6,0.8,0.2,1.2,0.829,0.095089622,18.73364126,"17,410,142",,,,
141,De'Andre Hunter,27,ATL,SF,37,4,1064,0.616,24.2,1.6,0.6,2.2,0.1,0.9,-1.4,-0.4,0.4,0.488,0.094757331,18.65665897,"17,338,598",,,,
186,Isaiah Stewart,23,DET,C,72,4,1434,0.616,12.4,2.1,2.2,4.3,0.144,-1.6,2.1,0.6,0.9,0.537,0.094417446,18.57967667,"17,267,054",,,,
135,Collin Sexton,26,UTA,SG,63,61,1758,0.593,27,2.5,-0.1,2.4,0.066,1.7,-2.3,-0.6,0.6,0.207,0.092364509,18.50269438,"17,195,511",,,,
17,Zach LaVine,29,SAC,SG,32,32,1170,0.642,23.7,1.7,0.4,2.1,0.086,1.8,-2.3,-0.4,0.5,0.488,0.089814346,18.42571209,"17,123,967",,,,
207,Bogdan Bogdanović,32,LAC,SG,30,4,750,0.608,18.6,1.1,0.9,2,0.128,0.1,0.1,0.2,0.4,0.61,0.084769486,18.34872979,"17,052,424",,,,
243,Nikola Jović,21,MIA,PF,46,10,1156,0.595,18.3,1.2,1.3,2.5,0.104,-0.3,0.6,0.3,0.7,0.451,0.083855568,18.2717475,"16,980,880",,,,
311,Cam Thomas,23,BRK,SG,25,23,781,0.575,32.6,0.8,0.4,1.2,0.071,2.8,-2.6,0.3,0.5,0.317,0.082762433,18.1947652,"16,909,336",,,,
118,Andrew Wiggins,29,MIA,SF,17,17,546,0.566,26.7,0.2,0.6,0.8,0.069,0.8,-0.1,0.7,0.4,0.451,0.074837985,18.11778291,"16,837,793",,,,
229,Cole Anthony,24,ORL,PG,67,22,1234,0.531,24.6,0,2,2,0.078,-0.8,0.9,0.1,0.7,0.5,0.070079203,18.04080062,"16,766,249",,,,
274,Zach Collins,27,2TM,PF,64,12,977,0.605,17.1,1.7,1,2.7,0.132,-0.8,0.8,0,0.5,,0.066099949,17.96381832,"16,694,705",,,,
375,Jock Landale,29,HOU,C,42,3,500,0.59,15.7,1,0.7,1.7,0.159,0,0.4,0.4,0.3,0.634,0.064897211,17.88683603,"16,623,162",,,,
328,Quinten Post,24,GSW,PF,42,14,686,0.595,19.6,0.8,0.9,1.7,0.116,0.1,0,0.1,0.4,0.585,0.064459584,17.80985373,"16,551,618",,,,
274,Zach Collins,27,CHI,PF,28,8,552,0.635,17.1,1.1,0.6,1.7,0.149,-0.1,0.2,0.1,0.3,0.476,0.061947632,17.73287144,"16,480,075",,,,
255,Cameron Payne,30,NYK,PG,72,5,1090,0.532,20.8,1.3,1,2.3,0.099,-0.1,-0.2,-0.2,0.5,0.622,0.059072615,17.65588915,"16,408,531",,,,
360,John Konchar,28,MEM,SG,46,4,558,0.592,8,0.6,0.9,1.5,0.131,-0.7,2.3,1.7,0.5,0.585,0.04751672,17.57890685,"16,336,987",,,,
343,Jeff Dowtin Jr.,27,PHI,PG,41,3,621,0.57,18.6,1.1,0.3,1.3,0.103,0.7,-0.5,0.2,0.3,0.293,0.041349756,17.50192456,"16,265,444",,,,
112,Derrick Jones Jr.,27,LAC,SF,77,55,1873,0.609,16.5,2.1,2.6,4.7,0.12,-1,0.7,-0.3,0.8,0.61,0.041082899,17.42494226,"16,193,900",,,,
289,Jaden Ivey,22,DET,SG,30,30,898,0.569,26,0.3,0.8,1.2,0.062,0.8,-0.8,0,0.5,0.537,0.040146147,17.34795997,"16,122,356",,,,
351,Jared McCain,20,PHI,SG,23,8,592,0.589,24.7,0.6,0.1,0.7,0.057,1.8,-1.6,0.2,0.3,0.293,0.036930593,17.27097768,"16,050,813",,,,
245,Vit Krejci,24,ATL,PG,57,16,1153,0.661,12.9,1.8,0.8,2.6,0.11,0,0.7,0.7,0.8,0.488,0.035406402,17.19399538,"15,979,269",,,,
201,Nicolas Batum,36,LAC,PF,78,8,1367,0.633,9,1.5,2,3.5,0.124,-1.2,2,0.8,1,0.61,0.034125075,17.11701309,"15,907,726",,,,
162,Miles McBride,24,NYK,PG,64,10,1593,0.531,16.8,1.8,1.4,3.2,0.098,-0.4,0.4,0,0.8,0.622,0.028952615,17.04003079,"15,836,182",,,,
269,Jalen Suggs,23,ORL,PG,35,35,1002,0.536,27.5,-0.7,1.8,1.1,0.052,-0.8,1.3,0.4,0.6,0.5,0.028192593,16.9630485,"15,764,638",,,,
250,Aaron Nesmith,25,IND,SF,45,37,1123,0.653,17.4,1.9,1,2.9,0.126,0,-0.5,-0.5,0.4,0.61,0.027870879,16.8860662,"15,693,095",,,,
304,Steven Adams,31,HOU,C,58,3,794,0.541,13.6,1,1.3,2.3,0.137,0,0.3,0.3,0.5,0.634,0.015161205,16.80908391,"15,621,551",,,,
195,Sam Merrill,28,CLE,SG,71,4,1401,0.583,14.3,1.8,1.5,3.3,0.113,-0.4,0.7,0.3,0.8,0.78,0.013892952,16.73210162,"15,550,007",,,,
293,Alec Burks,33,MIA,SG,49,14,863,0.608,16.5,0.9,0.9,1.8,0.1,0,0.3,0.3,0.5,0.451,0.01208865,16.65511932,"15,478,464",,,,
254,Jaxson Hayes,24,LAL,C,56,35,1093,0.72,12.4,2.3,1.4,3.7,0.162,-1.6,1.3,-0.3,0.5,0.61,0.006905721,16.57813703,"15,406,920",,,,
246,Jonathan Kuminga,22,GSW,PF,47,10,1144,0.535,27.4,0.5,1.5,1.9,0.08,-0.5,-0.1,-0.6,0.4,0.585,0.006224356,16.50115473,"15,335,377",,,,
236,Deandre Ayton,26,POR,C,40,40,1206,0.583,19.4,1.2,1.6,2.8,0.113,-0.3,-0.4,-0.7,0.4,0.439,0.004818266,16.42417244,"15,263,833",,,,
305,Aaron Holiday,28,HOU,PG,62,3,792,0.594,16.8,1.2,0.8,2,0.122,-0.4,0.1,-0.2,0.3,0.634,0.00353927,16.34719015,"15,192,289",,,,
181,D'Angelo Russell,28,2TM,PG,58,36,1480,0.522,24,0.7,1.3,1.9,0.063,0,-0.4,-0.4,0.6,,0.001220998,16.27020785,"15,120,746",,,,
92,Draymond Green,34,GSW,PF,68,66,1983,0.534,15.9,0.3,3.4,3.7,0.088,-2.3,2.8,0.5,1.3,0.585,-0.001603436,16.19322556,"15,049,202",,,,
303,Marcus Sasser,24,DET,PG,57,1,811,0.589,19.4,1,0.8,1.8,0.108,-0.4,-0.2,-0.6,0.3,0.537,-0.006821252,16.11624326,"14,977,658",,,,
371,Tristan Vukcevic,21,WAS,C,35,1,513,0.608,25.7,0.3,0.4,0.7,0.069,0.4,-0.9,-0.5,0.2,0.22,-0.008818169,16.03926097,"14,906,115",,,,
292,Neemias Queta,25,BOS,C,62,6,863,0.674,13.7,1.8,1.4,3.2,0.179,-1.7,1,-0.7,0.3,0.744,-0.01020074,15.96227868,"14,834,571",,,,
168,Grayson Allen,29,PHO,SG,64,7,1544,0.631,17.6,2,0.6,2.5,0.079,0.7,-1,-0.3,0.7,0.439,-0.015885773,15.88529638,"14,763,028",,,,
83,Malik Monk,26,SAC,SG,65,45,2054,0.549,24.6,1.3,1.4,2.8,0.065,0.3,-1.1,-0.8,0.6,0.488,-0.018278389,15.80831409,"14,691,484",,,,
211,Donovan Clingan,20,POR,C,67,37,1324,0.574,14.2,1.8,2.2,4,0.144,-1.7,1.4,-0.3,0.6,0.439,-0.02121348,15.73133179,"14,619,940",,,,
103,Naji Marshall,27,DAL,SF,69,31,1919,0.584,20,2,1.5,3.5,0.087,-0.3,-0.5,-0.8,0.6,0.476,-0.02473941,15.6543495,"14,548,397",,,,
131,Kris Dunn,30,LAC,PG,74,58,1783,0.531,12.7,0.8,3.2,4,0.108,-2.8,3.4,0.6,1.2,0.61,-0.025285002,15.57736721,"14,476,853",,,,
206,Jake LaRavia,23,2TM,PF,66,0,1349,0.591,14.4,1.4,1.5,2.9,0.104,-0.8,1.1,0.2,0.8,,-0.030726955,15.50038491,"14,405,309",,,,
90,Quentin Grimes,24,DAL,SG,47,12,1070,0.599,18.5,1,0.8,1.7,0.078,0.1,-0.4,-0.3,0.5,0.476,-0.037715664,15.42340262,"14,333,766",,,,
24,Toumani Camara,24,POR,PF,78,78,2548,0.572,14.4,2.5,2.6,5.2,0.097,-0.9,0.8,-0.1,1.2,0.439,-0.040795161,15.34642032,"14,262,222",,,,
280,Brandon Miller,22,CHO,SF,27,27,924,0.54,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0,0.4,0.232,-0.043144709,15.26943803,"14,190,678",,,,
361,Dwight Powell,33,DAL,C,55,3,551,0.713,7.6,1.2,0.5,1.7,0.147,-1.5,1.5,0,0.3,0.476,-0.043410373,15.19245574,"14,119,135",,,,
302,Ryan Rollins,22,MIL,PG,56,19,820,0.6,18.4,0.7,1,1.7,0.101,-1.4,0.9,-0.5,0.3,0.585,-0.044536929,15.11547344,"14,047,591",,,,
144,Jabari Smith Jr.,21,HOU,PF,57,39,1716,0.562,16.4,1.9,2.2,4.2,0.117,-0.8,0.1,-0.7,0.6,0.634,-0.046713873,15.03849115,"13,976,048",,,,
180,Kevin Porter Jr.,24,2TM,SG,75,4,1482,0.531,25.4,-0.1,2.3,2.2,0.072,-1.6,0.9,-0.6,0.5,,-0.049144536,14.96150885,"13,904,504",,,,
113,Rui Hachimura,26,LAL,PF,59,57,1869,0.619,15.8,2.8,1.5,4.3,0.11,-0.1,-0.6,-0.7,0.6,0.61,-0.050282569,14.88452656,"13,832,960",,,,
239,Clint Capela,30,ATL,C,55,41,1176,0.564,16.7,1.7,1.5,3.2,0.131,-0.6,-0.4,-1,0.3,0.488,-0.050559132,14.80754426,"13,761,417",,,,
367,Jaylen Clark,23,MIN,SG,40,4,522,0.598,12,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2,0.598,-0.051700213,14.73056197,"13,689,873",,,,
121,Royce O'Neale,31,PHO,SF,75,22,1837,0.585,15.5,1.6,1.2,2.8,0.073,0.2,-0.1,0.1,1,0.439,-0.052392558,14.65357968,"13,618,329",,,,
320,Jabari Walker,22,POR,SF,60,1,749,0.601,16.3,1,1,2,0.128,-1.2,0.5,-0.8,0.2,0.439,-0.057035697,14.57659738,"13,546,786",,,,
322,Drew Eubanks,27,UTA,C,37,4,568,0.632,14.8,0.8,0.4,1.2,0.1,-0.9,0.9,0,0.3,0.207,-0.057472036,14.49961509,"13,475,242",,,,
80,Nickeil Alexander-Walker,26,MIN,SG,82,10,2073,0.579,16,2,2.3,4.3,0.099,-0.8,0.4,-0.4,0.8,0.598,-0.057947463,14.42263279,"13,403,699",,,,
222,Dean Wade,28,CLE,PF,59,30,1252,0.563,10.4,1.3,1.7,3,0.113,-1,1.2,0.3,0.7,0.78,-0.058249564,14.3456505,"13,332,155",,,,
263,Jared Butler,24,2TM,SG,60,17,1044,0.549,23.6,1,0.4,1.4,0.063,0.5,-1.5,-1,0.3,,-0.064583895,14.26866821,"13,260,611",,,,
290,Kelly Olynyk,33,2TM,C,44,22,891,0.609,18.5,1,0.7,1.7,0.092,-1.1,0.4,-0.7,0.3,,-0.068666281,14.19168591,"13,189,068",,,,
125,Dorian Finney-Smith,31,BRK,PF,20,20,579,0.613,14.2,0.7,0.5,1.1,0.094,-0.1,0.1,0,0.3,0.317,-0.071811509,14.11470362,"13,117,524",,,,
313,Lonzo Ball,27,CHI,PG,35,14,777,0.524,15.9,0.3,0.9,1.2,0.075,-1.5,1.7,0.2,0.4,0.476,-0.082058232,14.03772132,"13,045,980",,,,
365,Mouhamed Gueye,22,ATL,PF,33,28,533,0.52,15.7,0.4,0.8,1.2,0.106,-1.6,1,-0.6,0.2,0.488,-0.082599741,13.96073903,"12,974,437",,,,
350,Brandon Ingram,27,NOP,SF,18,18,595,0.56,30.2,-0.2,0.2,0,0.001,1.4,-1.7,-0.3,0.3,0.256,-0.084224167,13.88375674,"12,902,893",,,,
208,Justin Champagnie,23,WAS,SF,62,31,1340,0.614,15.6,1.6,1.2,2.8,0.1,-0.3,-0.2,-0.5,0.5,0.22,-0.088679976,13.80677444,"12,831,350",,,,
146,Bradley Beal,31,PHO,SG,53,38,1702,0.598,22.1,1.9,0.6,2.4,0.068,-0.1,-1,-1.1,0.4,0.439,-0.088819416,13.72979215,"12,759,806",,,,
353,Jae'Sean Tate,29,HOU,SF,52,2,588,0.557,13.3,0.8,0.8,1.6,0.133,-2.1,1.4,-0.7,0.2,0.634,-0.093133404,13.65280985,"12,688,262",,,,
214,Mason Plumlee,34,PHO,C,74,21,1300,0.645,10.8,2.4,1.3,3.7,0.136,-1.5,1,-0.6,0.5,0.439,-0.094377433,13.57582756,"12,616,719",,,,
359,Malcolm Brogdon,32,WAS,PG,24,13,564,0.544,23.7,0.6,0.1,0.7,0.061,-0.1,-1.5,-1.5,0.1,0.22,-0.094791188,13.49884527,"12,545,175",,,,
156,Moses Moody,22,GSW,SG,74,34,1649,0.578,17.4,1.7,1.8,3.5,0.102,-0.9,0,-0.9,0.5,0.585,-0.095499844,13.42186297,"12,473,631",,,,
322,Drew Eubanks,27,2TM,C,61,4,746,0.622,15.1,1,0.7,1.7,0.107,-1.2,0.6,-0.7,0.3,,-0.102819121,13.34488068,"12,402,088",,,,
203,Jeremy Sochan,21,SAS,PF,54,23,1364,0.589,19,1.7,1.1,2.7,0.096,-0.8,-0.4,-1.2,0.3,0.415,-0.104672468,13.26789838,"12,330,544",,,,
209,Paul George,34,PHI,PF,41,41,1334,0.543,23.5,-0.2,1.2,1,0.036,-0.5,0.1,-0.4,0.5,0.293,-0.106066077,13.19091609,"12,259,001",,,,
105,Guerschon Yabusele,29,PHI,C,70,43,1895,0.616,16.3,2.9,1,3.9,0.099,0.1,-1.1,-1,0.5,0.293,-0.109024063,13.1139338,"12,187,457",,,,
200,Jaime Jaquez Jr.,23,MIA,SF,66,17,1368,0.543,20.2,0.5,1.8,2.3,0.081,-1.4,0.5,-0.9,0.4,0.451,-0.113824393,13.0369515,"12,115,913",,,,
52,De'Aaron Fox,27,SAS,PG,17,17,578,0.537,26,0.5,0.4,0.9,0.071,-0.6,-1.4,-2,0,0.415,-0.114587416,12.95996921,"12,044,370",,,,
193,Terance Mann,28,ATL,SG,30,1,682,0.629,15.4,1.3,0.3,1.6,0.111,-0.1,-1.2,-1.3,0.1,0.488,-0.120614774,12.88298691,"11,972,826",,,,
261,Isaac Okoro,24,CLE,SG,55,22,1053,0.587,12.5,1.5,1,2.5,0.115,-1.1,0.6,-0.5,0.4,0.78,-0.121416862,12.80600462,"11,901,282",,,,
290,Kelly Olynyk,33,NOP,C,20,20,508,0.596,18.2,0.6,0.3,0.8,0.077,-1.4,0,-1.4,0.1,0.256,-0.12326522,12.72902232,"11,829,739",,,,
88,Davion Mitchell,26,MIA,PG,30,15,947,0.611,14.2,1.3,1,2.3,0.114,-1.5,0.8,-0.6,0.3,0.451,-0.125056194,12.65204003,"11,758,195",,,,
50,Shaedon Sharpe,21,POR,SG,72,52,2252,0.551,25.1,1.3,1.7,3,0.064,0,-1.3,-1.3,0.4,0.439,-0.127401781,12.57505774,"11,686,652",,,,
349,Ajay Mitchell,22,OKC,SG,36,1,597,0.587,16.2,0.6,0.9,1.5,0.122,-2.5,0.9,-1.6,0.1,0.829,-0.132830341,12.49807544,"11,615,108",,,,
175,Kyle Filipowski,21,UTA,C,72,27,1522,0.594,18.7,1.5,1,2.5,0.078,-0.6,-0.3,-1,0.4,0.207,-0.134349093,12.42109315,"11,543,564",,,,
120,Keldon Johnson,25,SAS,SF,77,0,1838,0.572,21.6,2.2,1,3.2,0.083,0,-1.6,-1.6,0.2,0.415,-0.136506343,12.34411085,"11,472,021",,,,
345,Cory Joseph,33,ORL,PG,50,16,612,0.547,12.8,0.6,0.9,1.5,0.114,-2.3,1.4,-0.8,0.2,0.5,-0.136743545,12.26712856,"11,400,477",,,,
327,DeAndre Jordan,36,DEN,C,56,5,691,0.621,12.8,0.9,0.9,1.8,0.127,-1.4,0.2,-1.2,0.2,0.61,-0.142457954,12.19014627,"11,328,933",,,,
115,Buddy Hield,32,GSW,SG,82,22,1863,0.56,20.5,0.6,2.2,2.8,0.073,-0.7,-0.3,-1,0.5,0.585,-0.144263596,12.11316397,"11,257,390",,,,
76,Dennis Schröder,31,DET,PG,28,8,705,0.515,19.6,0.9,0.5,1.5,0.1,-0.9,-1.2,-2.1,0,0.537,-0.144275472,12.03618168,"11,185,846",,,,
355,Jarred Vanderbilt,25,LAL,PF,36,2,581,0.537,12.5,0.5,0.9,1.4,0.114,-2.3,1.3,-1,0.2,0.61,-0.146431975,11.95919938,"11,114,303",,,,
251,Dalano Banton,25,POR,PG,67,7,1120,0.497,24.1,-0.3,1.1,0.8,0.033,-0.6,-0.2,-0.8,0.3,0.439,-0.15139863,11.88221709,"11,042,759",,,,
181,D'Angelo Russell,28,LAL,PG,29,10,763,0.537,22.1,0.4,0.6,1,0.063,-0.7,-1,-1.7,0.1,0.61,-0.151692559,11.8052348,"10,971,215",,,,
363,Jordan Goodwin,26,LAL,PG,29,5,543,0.541,14.1,0.2,0.7,1,0.084,-1.7,0.8,-0.8,0.2,0.61,-0.156756774,11.7282525,"10,899,672",,,,
94,Klay Thompson,34,DAL,SF,72,72,1965,0.552,21.8,0.7,1.1,1.8,0.045,0.7,-1.6,-1,0.5,0.476,-0.17035803,11.65127021,"10,828,128",,,,
331,Marcus Smart,30,2TM,PG,34,7,680,0.529,20.6,0.1,0.6,0.7,0.051,-1.6,0.1,-1.5,0.1,,-0.173358392,11.57428791,"10,756,584",,,,
134,Wendell Carter Jr.,25,ORL,C,68,51,1758,0.544,16,1.6,3,4.6,0.125,-2.2,0.9,-1.2,0.3,0.5,-0.174584217,11.49730562,"10,685,041",,,,
123,CJ McCollum,33,NOP,PG,56,56,1832,0.55,27.2,1.3,0.2,1.5,0.038,1.2,-2.6,-1.4,0.3,0.256,-0.175089038,11.42032333,"10,613,497",,,,
357,Monte Morris,29,PHO,PG,45,0,571,0.546,18.1,0.6,0.2,0.8,0.064,-1,-0.8,-1.8,0,0.439,-0.177208094,11.34334103,"10,541,953",,,,
36,Dillon Brooks,29,HOU,SF,75,75,2388,0.555,17.7,2.7,2.5,5.1,0.103,-1.4,0,-1.4,0.4,0.634,-0.178190042,11.26635874,"10,470,410",,,,
93,Devin Vassell,24,SAS,SG,64,53,1983,0.553,22.1,0.9,1.3,2.2,0.054,-0.3,-0.8,-1.1,0.4,0.415,-0.17999249,11.18937644,"10,398,866",,,,
263,Jared Butler,24,PHI,SG,28,17,682,0.54,22.2,0.4,0.3,0.8,0.055,-0.4,-1.7,-2.1,0,0.293,-0.180621657,11.11239415,"10,327,323",,,,
122,P.J. Washington,26,DAL,PF,57,56,1835,0.556,20.4,0.3,2.1,2.4,0.062,-1.1,0.2,-0.9,0.5,0.476,-0.181328297,11.03541186,"10,255,779",,,,
187,Brice Sensabaugh,21,UTA,SF,71,15,1432,0.612,21.5,0.9,0.3,1.2,0.042,0.4,-1.6,-1.2,0.3,0.207,-0.190043158,10.95842956,"10,184,235",,,,
258,Jusuf Nurkić,30,2TM,C,51,32,1063,0.555,20.6,0,1.5,1.5,0.066,-2.2,0.9,-1.3,0.2,,-0.19215683,10.88144727,"10,112,692",,,,
278,Jordan Clarkson,32,UTA,SG,37,9,962,0.54,27.8,0.2,0.2,0.4,0.021,0.6,-2.1,-1.5,0.1,0.207,-0.194280939,10.80446497,"10,041,148",,,,
205,Trey Lyles,29,SAC,PF,69,5,1349,0.551,14.3,1.3,1.2,2.6,0.091,-0.4,-0.3,-0.7,0.4,0.488,-0.19444366,10.72748268,"9,969,604",,,,
346,Zeke Nnaji,24,DEN,PF,57,4,608,0.574,12.2,0.6,0.6,1.2,0.097,-2.1,0.7,-1.3,0.1,0.61,-0.19714878,10.65050038,"9,898,061",,,,
150,Kevin Huerter,26,CHI,SG,26,16,780,0.566,17.8,0.5,0.6,1.1,0.066,-1.2,-0.3,-1.5,0.1,0.476,-0.19836242,10.57351809,"9,826,517",,,,
323,Talen Horton-Tucker,24,CHI,SG,58,0,724,0.567,21.6,0.6,0.5,1.1,0.075,-1.4,-1.1,-2.4,-0.1,0.476,-0.199178506,10.4965358,"9,754,974",,,,
300,Garrison Mathews,28,ATL,SG,47,2,830,0.606,15.9,1,0.5,1.5,0.087,-1.1,-0.5,-1.6,0.1,0.488,-0.208889149,10.4195535,"9,683,430",,,,
347,Kessler Edwards,24,DAL,SF,40,18,608,0.597,11.1,0.6,0.6,1.2,0.096,-2,0.6,-1.4,0.1,0.476,-0.209068365,10.34257121,"9,611,886",,,,
348,Pat Connaughton,32,MIL,SG,41,1,603,0.567,15.6,0.6,0.6,1.2,0.093,-1.4,-0.8,-2.3,0,0.585,-0.221371232,10.26558891,"9,540,343",,,,
142,Ochai Agbaji,24,TOR,SG,64,45,1739,0.601,14.6,1.6,1.5,3.1,0.087,-0.9,0.2,-0.7,0.5,0.366,-0.222739414,10.18860662,"9,468,799",,,,
78,Russell Westbrook,36,DEN,PG,75,36,2092,0.532,23.8,-0.1,2.1,1.9,0.045,-0.9,-0.2,-1.1,0.5,0.61,-0.225071581,10.11162433,"9,397,255",,,,
193,Terance Mann,28,LAC,SG,37,12,732,0.533,14,0.4,1,1.4,0.093,-2.5,1.2,-1.3,0.1,0.61,-0.226049085,10.03464203,"9,325,712",,,,
179,Dalton Knecht,23,LAL,SF,78,16,1494,0.594,18.5,1.7,1,2.7,0.086,-0.1,-1.7,-1.8,0.1,0.61,-0.226106647,9.974595843,"9,269,908",,,,
354,Olivier-Maxence Prosper,22,DAL,PF,52,4,584,0.484,16.3,0.3,0.5,0.9,0.072,-1.6,-0.5,-2.1,0,0.476,-0.226378899,9.928406467,"9,226,982",,,,
147,Georges Niang,31,CLE,PF,51,1,1053,0.617,16.5,1.1,1.1,2.2,0.099,-1.3,-0.5,-1.8,0.1,0.78,-0.226942806,9.88221709,"9,184,055",,,,
332,Jalen Pickett,25,DEN,SG,49,4,666,0.545,13.2,0.8,0.3,1.1,0.078,-0.8,-0.7,-1.5,0.1,0.61,-0.227946383,9.836027714,"9,141,129",,,,
237,Jarace Walker,21,IND,PF,75,5,1187,0.59,17.1,0.1,1.5,1.6,0.065,-1.8,0.8,-0.9,0.3,0.61,-0.230248151,9.789838337,"9,098,203",,,,
316,Gui Santos,22,GSW,PF,56,2,762,0.575,13.2,0.8,0.9,1.7,0.11,-2.2,0.5,-1.7,0.1,0.585,-0.230651649,9.743648961,"9,055,277",,,,
306,Karlo Matković,23,NOP,PF,42,7,791,0.639,15.9,1,0.6,1.6,0.096,-1.9,-0.2,-2,0,0.256,-0.234036781,9.697459584,"9,012,351",,,,
336,Reed Sheppard,20,HOU,PG,52,3,654,0.465,17.8,-0.3,1,0.8,0.055,-3,1.3,-1.7,0.1,0.634,-0.235228447,9.651270208,"8,969,425",,,,
252,Ben Simmons,28,2TM,PG,51,24,1120,0.539,13.2,0.5,1.3,1.8,0.078,-2.3,1.8,-0.5,0.4,,-0.237973583,9.605080831,"8,926,498",,,,
193,Terance Mann,28,2TM,SG,67,13,1414,0.584,14.7,1.7,1.3,3,0.101,-1.4,0,-1.3,0.2,,-0.256140333,9.558891455,"8,883,572",,,,
252,Ben Simmons,28,BRK,PG,33,24,825,0.562,14.3,0.3,0.9,1.1,0.065,-2.4,1.4,-1,0.2,0.317,-0.258230103,9.512702079,"8,840,646",,,,
335,Kyle Lowry,38,PHI,PG,35,12,659,0.525,10.1,0.6,0.4,1,0.07,-2.8,1.5,-1.3,0.1,0.293,-0.265686535,9.466512702,"8,797,720",,,,
