Rk,Player,Age,Team,Pos,G,GS,MP,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,WIN %,VALUE,AAV,ACE,SALARY,,
193,Terance Mann,28,2TM,SG,67,13,1414,0.584,14.7,1.7,1.3,3,0.101,-1.4,0,-1.3,0.2,,-0.255817916,9.574074074,9574074.074,11423077,,
252,Ben Simmons,28,BRK,PG,33,24,825,0.562,14.3,0.3,0.9,1.1,0.065,-2.4,1.4,-1,0.2,0.317,-0.257926186,9.527777778,9527777.778,40011909,,
335,Kyle Lowry,38,PHI,PG,35,12,659,0.525,10.1,0.6,0.4,1,0.07,-2.8,1.5,-1.3,0.1,0.293,-0.26538139,9.481481481,9481481.481,2087519,,
202,Jose Alvarado,26,NOP,PG,56,23,1366,0.523,19.8,0.7,0.5,1.2,0.043,-0.6,-0.8,-1.4,0.2,0.256,-0.265777108,9.435185185,9435185.185,1988598,,
259,Seth Curry,34,CHO,SG,68,14,1062,0.616,15.7,1.3,0.5,1.8,0.08,-0.8,-0.9,-1.7,0.1,0.232,-0.266101298,9.388888889,9388888.889,2087519,,
196,Ayo Dosunmu,25,CHI,SG,46,26,1394,0.585,16.6,1.6,1,2.5,0.087,-1.4,-0.2,-1.6,0.1,0.476,-0.267492681,9.342592593,9342592.593,7000000,,
298,Shake Milton,28,2TM,SG,57,2,837,0.563,16.7,0.8,0.5,1.3,0.077,-1.7,-0.5,-2.2,0,,-0.273977284,9.296296296,9296296.296,2875000,,
70,Spencer Dinwiddie,31,DAL,PG,79,30,2136,0.553,17.9,2.4,1.2,3.7,0.082,-0.9,-0.7,-1.6,0.2,0.476,-0.276586627,9.25,9250000,2087519,,
374,Keaton Wallace,25,ATL,PG,31,5,501,0.503,16.4,-0.1,0.5,0.4,0.034,-3.3,1,-2.3,0,0.488,-0.277218448,9.203703704,9203703.704,578577,,
268,Dejounte Murray,28,NOP,PG,31,31,1012,0.494,27.3,-0.7,0.9,0.2,0.009,-1.3,-0.3,-1.6,0.1,0.256,-0.278294457,9.157407407,9157407.407,29517135,,
147,Georges Niang,31,ATL,PF,28,2,644,0.595,20.3,0.4,0.3,0.7,0.051,-0.8,-2.3,-3.1,-0.2,0.488,-0.278406431,9.111111111,9111111.111,8500000,,
226,Moussa Diabate,23,CHO,C,71,8,1241,0.609,13.4,1.8,1.5,3.2,0.125,-1.4,-0.4,-1.9,0,0.232,-0.278963566,9.064814815,9064814.815,957763,,
137,Amir Coffey,27,LAC,SG,72,13,1748,0.614,15.3,2.4,1.7,4,0.111,-1.5,-0.2,-1.7,0.1,0.61,-0.285649709,9.018518519,9018518.519,3938271,,
315,Eric Gordon,36,PHI,SG,39,13,768,0.591,14.4,0.7,0.2,0.9,0.053,-0.8,-0.8,-1.6,0.1,0.293,-0.287625791,8.972222222,8972222.222,3303771,,
340,Delon Wright,32,2TM,PG,40,7,635,0.44,11.3,0,0.7,0.7,0.053,-2.8,1.4,-1.4,0.1,,-0.291164058,8.925925926,8925925.926,2087519,,
307,Caleb Houstan,22,ORL,SF,58,6,788,0.605,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0,0.5,-0.291791896,8.833333333,8833333.333,2019699,,
130,Duncan Robinson,30,MIA,SF,74,37,1785,0.595,19.2,1.3,1.4,2.7,0.071,-0.7,-1.1,-1.7,0.1,0.451,-0.291770608,8.87962963,8879629.63,19406000,,
240,Cody Martin,29,CHO,SF,39,8,967,0.528,14.6,0.3,1,1.3,0.063,-2.3,1.1,-1.2,0.2,0.232,-0.300037375,8.787037037,8787037.037,8120000,,
101,Julian Champagnie,23,SAS,SF,82,29,1932,0.577,17.2,1.3,1.2,2.5,0.062,-0.3,-0.9,-1.3,0.4,0.415,-0.300861167,8.740740741,8740740.741,3000000,,
106,Gary Trent Jr.,26,MIL,SG,74,9,1893,0.591,17.1,1.6,1.7,3.3,0.084,-1.2,-0.4,-1.6,0.2,0.585,-0.308035127,8.694444444,8694444.444,2087519,,
173,Jerami Grant,30,POR,PF,47,47,1524,0.523,19.4,0.6,1.2,1.8,0.057,-1.4,-0.3,-1.6,0.1,0.439,-0.312391334,8.648148148,8648148.148,29793104,,
319,Andre Drummond,31,PHI,C,40,23,751,0.535,19.1,0.2,1,1.2,0.078,-2.4,-0.8,-3.2,-0.2,0.293,-0.313399152,8.601851852,8601851.852,5000000,,
373,Jamal Cain,25,NOP,SF,37,0,502,0.544,17,0.1,0.2,0.4,0.036,-2.5,-0.8,-3.4,-0.2,0.256,-0.325835828,8.555555556,8555555.556,578577,,
287,Adem Bona,21,PHI,C,58,11,905,0.714,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,0.293,-0.327993747,8.509259259,8509259.259,1157153,,
207,Bogdan Bogdanovic,32,2TM,SG,54,4,1348,0.559,18.7,0.7,1.2,1.9,0.069,-1.8,-0.2,-2,0,,-0.329599393,8.462962963,8462962.963,17260000,,
369,Colby Jones,22,2TM,SG,39,0,515,0.544,13.7,0.1,0.4,0.6,0.053,-3.3,0.4,-2.8,-0.1,,-0.331690509,8.416666667,8416666.667,2120693,,
242,Precious Achiuwa,25,NYK,C,57,10,1170,0.53,14.9,0.7,1.7,2.3,0.095,-2.1,0.2,-1.9,0,0.622,-0.337703007,8.37037037,8370370.37,6000000,,
314,Orlando Robinson,24,TOR,C,35,8,713,0.523,18.6,0.4,0.7,1.1,0.074,-2.9,-0.5,-3.5,-0.3,0.366,-0.343398209,8.324074074,8324074.074,1691610,,
317,Landry Shamet,27,NYK,SG,50,0,762,0.601,14.8,0.5,0.5,1,0.065,-1.9,-0.6,-2.4,-0.1,0.622,-0.345151728,8.277777778,8277777.778,1343690,,
334,Antonio Reeves,24,NOP,SG,44,6,660,0.579,18.8,0.4,0,0.4,0.029,-1.2,-2,-3.2,-0.2,0.256,-0.345475971,8.231481481,8231481.481,1157153,,
333,Tosan Evbuomwan,23,BRK,SF,28,0,665,0.53,19.1,0,0.6,0.6,0.044,-3,-0.3,-3.2,-0.2,0.317,-0.347165337,8.185185185,8185185.185,331365,,
125,Dorian Finney-Smith,31,2TM,PF,63,40,1818,0.604,12.3,1.5,1.4,2.9,0.078,-1.1,0.1,-1,0.5,,-0.348004333,8.138888889,8138888.889,14924167,,
264,Jamison Battle,23,TOR,SF,59,10,1042,0.59,15.3,1,0.7,1.7,0.079,-0.9,-1.3,-2.3,-0.1,0.366,-0.350933775,8.092592593,8092592.593,1000000,,
221,Nick Richards,27,PHO,C,36,34,816,0.645,17,1.3,0.6,1.9,0.112,-1.9,-2.1,-3.9,-0.4,0.439,-0.35540425,8.046296296,8046296.296,5000000,,
258,Jusuf Nurkic,30,PHO,C,25,23,592,0.556,18.7,-0.3,0.8,0.5,0.039,-3.9,0.5,-3.4,-0.2,0.439,-0.356493408,8,8000000,18125000,,
76,Dennis Schroder,31,3TM,PG,75,49,2105,0.531,21.6,1.5,1.7,3.2,0.073,-1.3,-0.9,-2.2,-0.1,,-0.359674176,7.953703704,7953703.704,13025250,,
314,Orlando Robinson,24,2TM,C,44,8,770,0.519,18.5,0.4,0.8,1.2,0.072,-3,-0.4,-3.4,-0.3,,-0.36191195,7.907407407,7907407.407,1691610,,
368,Rob Dillingham,20,MIN,PG,49,1,516,0.503,22.7,-0.4,0.6,0.1,0.012,-3.3,-0.9,-4.2,-0.3,0.598,-0.364441567,7.861111111,7861111.111,6262920,,
341,Jericho Sims,26,2TM,C,53,5,632,0.639,7.6,0.5,0.7,1.3,0.096,-3.1,0.1,-3,-0.2,,-0.366100794,7.814814815,7814814.815,2092344,,
72,Max Christie,21,LAL,SG,46,25,1154,0.598,13.9,1,0.9,2,0.081,-1.8,0,-1.8,0,0.61,-0.369854894,7.768518519,7768518.519,7142857,,
150,Kevin Huerter,26,SAC,SG,43,15,899,0.524,17.2,0.1,0.8,0.8,0.044,-2.3,0,-2.3,-0.1,0.488,-0.371174371,7.722222222,7722222.222,16830357,,
180,Kevin Porter Jr.,24,LAC,SG,45,2,884,0.476,25.9,-1.2,1.4,0.2,0.011,-3.2,0.7,-2.5,-0.1,0.61,-0.372271866,7.675925926,7675925.926,3366937,,
366,Bismack Biyombo,32,SAS,C,28,26,528,0.576,12.3,0.2,0.6,0.8,0.071,-3.6,0,-3.6,-0.2,0.415,-0.373499093,7.62962963,7629629.63,647851,,
218,Johnny Juzang,23,UTA,SG,64,18,1270,0.573,17.6,1.3,0.3,1.6,0.06,-0.9,-1.4,-2.3,-0.1,0.207,-0.373954119,7.583333333,7583333.333,3087519,,
283,Trendon Watford,24,BRK,PF,44,6,913,0.557,23.3,0,0.8,0.7,0.038,-2.3,-0.8,-3.1,-0.3,0.317,-0.376098141,7.537037037,7537037.037,2726603,,
271,Brandon Boston Jr.,23,NOP,SG,42,10,993,0.535,20,0.2,0.5,0.7,0.033,-2.3,-0.2,-2.5,-0.1,0.256,-0.3801347,7.490740741,7490740.741,596581,,
344,Daniel Theis,32,NOP,C,38,9,621,0.558,11.6,0.6,0.4,1,0.077,-3.3,0,-3.3,-0.2,0.256,-0.385593372,7.444444444,7444444.444,2087519,,
125,Dorian Finney-Smith,31,LAL,PF,43,20,1239,0.598,11.5,0.9,0.9,1.8,0.07,-1.6,0.1,-1.5,0.2,0.61,-0.387982942,7.398148148,7398148.148,14924167,,
147,Georges Niang,31,2TM,PF,79,3,1697,0.607,17.9,1.5,1.4,2.9,0.081,-1.1,-1.2,-2.3,-0.1,,-0.388343403,7.351851852,7351851.852,8500000,,
221,Nick Richards,27,2TM,C,57,43,1256,0.634,17.3,1.8,1.2,3,0.114,-2,-1.3,-3.3,-0.4,,-0.391752356,7.305555556,7305555.556,5000000,,
352,Cam Reddish,25,LAL,SF,33,8,589,0.498,8.8,0,0.6,0.7,0.054,-4.4,1.6,-2.7,-0.1,0.61,-0.394875261,7.259259259,7259259.259,2463946,,
312,Lindy Waters III,27,GSW,SG,38,9,655,0.498,14.6,0,0.8,0.8,0.057,-3.5,0.4,-3.1,-0.2,0.585,-0.401170149,7.212962963,7212962.963,2196970,,
310,Pelle Larsson,23,MIA,SG,55,8,782,0.546,14.4,0.6,0.8,1.4,0.086,-3.8,0.7,-3.1,-0.2,0.451,-0.405213936,7.12037037,7120370.37,1157153,,
133,Scoot Henderson,20,POR,PG,66,10,1759,0.54,22.5,0.4,1.4,1.8,0.049,-1.4,-0.8,-2.2,-0.1,0.439,-0.405088053,7.166666667,7166666.667,10259160,,
312,Lindy Waters III,27,2TM,SG,52,9,778,0.504,14.8,0.1,0.9,1,0.062,-3,0.2,-2.8,-0.2,,-0.409264637,7.074074074,7074074.074,2196970,,
324,Gary Harris,30,ORL,SG,48,3,711,0.524,9.5,0.1,0.9,1,0.067,-3.9,1.2,-2.7,-0.1,0.5,-0.418462891,7.027777778,7027777.778,7500000,,
362,Dillon Jones,23,OKC,SF,54,3,551,0.464,13.3,-0.1,0.9,0.8,0.067,-4.3,0.3,-4,-0.3,0.829,-0.423271062,6.981481481,6981481.481,2622360,,
240,Cody Martin,29,2TM,SF,53,8,1173,0.509,14.7,0.1,1.2,1.3,0.054,-2.8,1.1,-1.7,0.1,,-0.429812487,6.935185185,6935185.185,8120000,,
215,Jonathan Mogbo,23,TOR,PF,63,18,1286,0.496,15,0.3,1.6,1.9,0.071,-2.9,1,-1.9,0,0.366,-0.435320021,6.888888889,6888888.889,1862265,,
230,Ben Sheppard,23,IND,SG,63,9,1228,0.555,11.3,1,1,2.1,0.081,-2.2,0.2,-2,0,0.61,-0.437056944,6.842592593,6842592.593,2663880,,
170,Ziaire Williams,23,BRK,SF,63,45,1541,0.55,18.2,0.5,1.6,2.1,0.065,-2.2,-0.1,-2.3,-0.1,0.317,-0.444335542,6.796296296,6796296.296,6133005,,
16,Keegan Murray,24,SAC,PF,76,76,2610,0.553,15,2.4,2.1,4.4,0.082,-0.8,-0.8,-1.6,0.2,0.488,-0.454450046,6.75,6750000,8809560,,
318,Svi Mykhailiuk,27,UTA,SF,38,13,760,0.526,20.3,-0.2,0.1,-0.1,-0.009,-1.4,-2.1,-3.5,-0.3,0.207,-0.459857567,6.703703704,6703703.704,3500000,,
253,Ja'Kobe Walter,20,TOR,SG,52,18,1103,0.523,18.2,0.3,0.9,1.2,0.052,-2.3,-0.6,-3,-0.3,0.366,-0.464399964,6.657407407,6657407.407,3465000,,
150,Kevin Huerter,26,2TM,SG,69,31,1679,0.544,17.5,0.6,1.3,1.9,0.054,-1.8,-0.2,-2,0,,-0.464602511,6.611111111,6611111.111,16830357,,
177,Matas Buzelis,20,CHI,SF,80,31,1511,0.571,18.7,0.5,1.4,1.9,0.06,-2,-0.5,-2.5,-0.2,0.476,-0.46663559,6.564814815,6564814.815,5195520,,
107,Anthony Black,21,ORL,PG,78,10,1887,0.521,19.6,-0.6,3,2.4,0.061,-3.1,1.2,-1.9,0,0.5,-0.470383209,6.518518519,6518518.519,7607760,,
220,Javonte Green,31,NOP,SG,50,18,1092,0.569,10.9,0.8,0.6,1.4,0.063,-2.5,0.3,-2.2,0,0.256,-0.47080651,6.472222222,6472222.222,2328350,,
337,Herbert Jones,26,NOP,SF,20,20,648,0.541,14.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3,0.256,-0.473940857,6.425925926,6425925.926,12976362,,
227,Jeremiah Robinson-Earl,24,NOP,PF,66,9,1239,0.563,14.4,1.3,0.5,1.7,0.067,-0.9,-1.6,-2.5,-0.2,0.256,-0.474985972,6.37962963,6379629.63,2196970,,
46,Kentavious Caldwell-Pope,31,ORL,SG,77,77,2279,0.574,12.4,1.5,3.1,4.6,0.096,-3,1.6,-1.4,0.3,0.5,-0.478108545,6.333333333,6333333.333,22757000,,
84,Jaylen Wells,21,MEM,SG,79,74,2043,0.56,15.9,2.1,1.4,3.5,0.083,-1.2,-1,-2.2,-0.1,0.585,-0.480130638,6.287037037,6287037.037,1157153,,
262,Oso Ighodaro,22,PHO,PF,61,6,1045,0.61,10.5,1.1,0.6,1.6,0.075,-2.9,0.3,-2.6,-0.2,0.439,-0.485649458,6.240740741,6240740.741,1157153,,
281,Bruce Brown,28,NOP,PG,23,12,569,0.488,15.9,0.1,0.2,0.2,0.02,-3.4,-1.2,-4.6,-0.4,0.256,-0.485913397,6.194444444,6194444.444,23000000,,
155,Peyton Watson,22,DEN,SF,68,18,1656,0.564,13.9,1,1.5,2.5,0.073,-2.1,0.3,-1.8,0.1,0.61,-0.49518573,6.148148148,6148148.148,2413560,,
213,Tyrese Martin,25,BRK,SG,60,11,1315,0.533,18.8,0,0.9,0.9,0.033,-1.4,-1.2,-2.6,-0.2,0.317,-0.497367839,6.101851852,6101851.852,635853,,
219,Ron Holland,19,DET,SF,81,2,1266,0.556,18.1,0.2,1.5,1.8,0.067,-3.3,0.3,-3,-0.3,0.537,-0.500137977,6.055555556,6055555.556,8245320,,
79,Kelly Oubre Jr.,29,PHI,SF,60,57,2078,0.551,18.9,1.2,1.4,2.6,0.061,-1.7,-0.6,-2.3,-0.1,0.293,-0.501940602,6.009259259,6009259.259,7983000,,
233,Caleb Martin,29,PHI,SF,31,24,943,0.531,14.2,0.1,0.5,0.6,0.03,-2.3,-0.2,-2.5,-0.1,0.293,-0.502343979,5.962962963,5962962.963,9186594,,
68,Tim Hardaway Jr.,32,DET,SG,77,77,2153,0.567,15.5,2.1,1.4,3.5,0.077,-1.1,-0.9,-2.1,0,0.537,-0.504822572,5.916666667,5916666.667,16193183,,
207,Bogdan Bogdanovic,32,ATL,SG,24,0,598,0.502,18.9,-0.4,0.4,-0.1,-0.006,-4.1,-0.6,-4.7,-0.4,0.488,-0.511362422,5.87037037,5870370.37,17260000,,
69,Bennedict Mathurin,22,IND,SF,72,49,2149,0.579,22.8,1.3,1.8,3,0.068,-1.3,-1.5,-2.9,-0.5,0.61,-0.513214615,5.824074074,5824074.074,7245720,,
76,Dennis Schroder,31,GSW,SG,24,18,628,0.474,21.2,-0.5,0.7,0.2,0.012,-4.6,-0.6,-5.2,-0.5,0.585,-0.520683284,5.777777778,5777777.778,13025250,,
325,Micah Potter,26,UTA,C,38,10,705,0.563,10.3,0.2,0.3,0.4,0.03,-2.9,-0.6,-3.5,-0.3,0.207,-0.521208756,5.731481481,5731481.481,578577,,
249,Julian Phillips,21,CHI,SF,79,5,1123,0.571,12.9,1,0.8,1.9,0.08,-2.6,-0.4,-3,-0.3,0.476,-0.524177714,5.685185185,5685185.185,1891857,,
152,A.J. Green,25,MIL,SG,73,7,1659,0.621,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1,0.585,-0.527854131,5.638888889,5638888.889,2120693,,
124,Haywood Highsmith,28,MIA,SF,74,42,1818,0.583,11.3,1.3,2.1,3.3,0.088,-2.7,0.9,-1.9,0.1,0.451,-0.53050869,5.546296296,5546296.296,5200000,,
228,Simone Fontecchio,29,DET,SF,75,0,1237,0.544,15.8,0.4,1.2,1.6,0.063,-2.2,-0.7,-2.9,-0.3,0.537,-0.530480711,5.592592593,5592592.593,7692308,,
72,Max Christie,21,DAL,SG,32,11,973,0.543,16.8,0,0.7,0.7,0.035,-2.4,-1,-3.4,-0.3,0.476,-0.532370463,5.5,5500000,7142857,,
329,Blake Wesley,21,SAS,SG,58,0,683,0.51,16.7,-0.3,0.4,0.2,0.011,-3.9,-0.3,-4.2,-0.4,0.415,-0.533789445,5.453703704,5453703.704,2624280,,
220,Javonte Green,31,2TM,SG,68,19,1258,0.541,11.8,0.7,0.9,1.6,0.063,-2.8,0.5,-2.3,-0.1,,-0.536822539,5.407407407,5407407.407,2328350,,
339,Maxi Kleber,33,DAL,PF,34,4,637,0.489,8.7,0,0.4,0.3,0.023,-4.2,0.4,-3.8,-0.3,0.476,-0.540336202,5.361111111,5361111.111,11000000,,
284,KJ Martin,24,2TM,PF,43,16,912,0.618,11.5,1.1,0.2,1.3,0.068,-3.2,-0.3,-3.6,-0.4,,-0.546560622,5.314814815,5314814.815,7975000,,
110,Andrew Nembhard,25,IND,SG,65,65,1881,0.545,16.3,1.1,1.7,2.8,0.071,-2.6,0.3,-2.3,-0.1,0.61,-0.549400473,5.268518519,5268518.519,2019699,,
281,Bruce Brown,28,2TM,PG,41,12,922,0.504,17.2,0.1,0.6,0.7,0.035,-3.2,-0.6,-3.8,-0.4,,-0.552641184,5.222222222,5222222.222,23000000,,
75,Keyonte George,21,UTA,PG,67,35,2109,0.539,24.3,0.9,0.1,1.1,0.024,-0.2,-2.5,-2.7,-0.3,0.207,-0.565883704,5.175925926,5175925.926,4084200,,
64,Taurean Prince,30,MIL,SF,80,73,2166,0.613,12.5,1.3,2.2,3.5,0.077,-2,0.3,-1.7,0.1,0.585,-0.57442378,5.12962963,5129629.63,2087519,,
273,Andre Jackson Jr.,23,MIL,SG,67,43,980,0.554,11.9,0.1,1,1.2,0.059,-3.6,0.2,-3.4,-0.3,0.585,-0.591709695,5.083333333,5083333.333,1891857,,
164,Gradey Dick,21,TOR,SG,54,54,1587,0.543,21,0.2,1.2,1.4,0.042,-1.9,-1.3,-3.2,-0.5,0.366,-0.59729657,5.037037037,5037037.037,4763760,,
326,Jett Howard,21,ORL,SF,60,0,701,0.491,19.2,-0.6,0.8,0.1,0.01,-4.1,-1.2,-5.3,-0.6,0.5,-0.598753654,4.988425926,4988425.926,5278320,,
157,Tristan Da Silva,23,ORL,SF,74,38,1629,0.522,15.2,0.5,1.9,2.5,0.073,-2.3,-0.3,-2.6,-0.3,0.5,-0.599125659,4.930555556,4930555.556,3628440,,
267,Kris Murray,24,POR,SF,69,6,1040,0.472,13.9,-0.2,0.9,0.7,0.033,-3.1,0.1,-3,-0.3,0.439,-0.613903818,4.872685185,4872685.185,2990040,,
244,Justin Edwards,21,PHI,SF,44,26,1155,0.559,16.9,0.4,0.5,0.9,0.039,-2.1,-1.6,-3.7,-0.5,0.293,-0.619436025,4.814814815,4814814.815,425619,,
272,Dalen Terry,22,CHI,SG,73,5,987,0.546,14.9,0.2,0.8,1.1,0.052,-4,0.2,-3.8,-0.5,0.476,-0.620024482,4.756944444,4756944.444,3510480,,
265,Noah Clowney,20,BRK,PF,46,20,1042,0.516,19,-0.3,0.8,0.5,0.023,-3.1,-1,-4.1,-0.5,0.317,-0.628787784,4.699074074,4699074.074,3244080,,
285,Jaden Hardy,22,DAL,SG,57,3,907,0.549,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6,0.476,-0.633376563,4.641203704,4641203.704,2019699,,
372,Elfrid Payton,30,2TM,PG,24,9,511,0.34,15.2,-0.9,0.3,-0.6,-0.057,-5.1,-1.3,-6.4,-0.6,,-0.643851479,4.583333333,4583333.333,789048,,
97,Yves Missi,20,NOP,C,73,67,1956,0.572,14.3,2.5,1.1,3.6,0.089,-1.6,-1.4,-3,-0.5,0.256,-0.669424911,4.525462963,4525462.963,3193200,,
100,Kyle Kuzma,29,MIL,PF,33,32,1049,0.545,21.4,-0.6,0.9,0.3,0.014,-2.9,-1.8,-4.7,-0.7,0.585,-0.682402014,4.467592593,4467592.593,24456061,,
100,Kyle Kuzma,29,WAS,PF,32,30,887,0.488,27.1,-1.7,0.4,-1.3,-0.068,-3,-2.3,-5.2,-0.7,0.22,-0.687995853,4.409722222,4409722.222,24456061,,
223,Ricky Council IV,23,PHI,SF,73,12,1250,0.502,20.3,0.1,0.5,0.6,0.023,-2,-2.3,-4.3,-0.7,0.293,-0.696282147,4.351851852,4351851.852,1891857,,
117,Zaccharie Risacher,19,ATL,SF,75,73,1843,0.558,20.9,0.6,1.1,1.8,0.046,-1.7,-1.8,-3.5,-0.7,0.488,-0.697754275,4.293981481,4293981.481,12569040,,
233,Caleb Martin,29,2TM,SF,45,24,1218,0.513,14.4,0,0.7,0.6,0.025,-2.9,-0.2,-3.2,-0.4,,-0.71004266,4.236111111,4236111.111,9186594,,
72,Max Christie,21,2TM,SG,78,36,2127,0.57,15.2,1.1,1.6,2.7,0.06,-2.1,-0.5,-2.5,-0.3,,-0.725658847,4.178240741,4178240.741,7142857,,
65,Stephon Castle,20,SAS,PG,81,47,2162,0.522,26,0.1,1,1.1,0.025,-1.5,-1.7,-3.2,-0.6,0.415,-0.726125088,4.12037037,4120370.37,9105120,,
88,Davion Mitchell,26,2TM,PG,74,37,2027,0.573,13.6,1.3,1.6,3,0.07,-2.8,0.2,-2.6,-0.3,,-0.749539201,4.0625,4062500,6451077,,
297,KJ Simpson,22,CHO,PG,36,15,842,0.437,19.1,-1,0.5,-0.4,-0.025,-4.5,-0.9,-5.4,-0.7,0.232,-0.753065864,4.00462963,4004629.63,578577,,
160,Corey Kispert,25,WAS,SF,61,0,1602,0.584,17.5,1,0.1,1.1,0.032,-1.4,-2.2,-3.7,-0.7,0.22,-0.763205757,3.946759259,3946759.259,5705887,,
154,Terry Rozier,30,MIA,PG,64,23,1658,0.497,20.4,-0.5,1.5,1,0.029,-2.6,-1,-3.7,-0.7,0.451,-0.779166696,3.888888889,3888888.889,24924126,,
88,Davion Mitchell,26,TOR,PG,44,22,1080,0.536,13.1,0,0.7,0.7,0.031,-4,-0.3,-4.3,-0.6,0.366,-0.794419781,3.831018519,3831018.519,6451077,,
308,Vasilije Micic,31,CHO,PG,36,16,764,0.462,20.3,-1.1,0.3,-0.9,-0.056,-4.4,-2.4,-6.8,-0.9,0.232,-0.803011534,3.773148148,3773148.148,7723000,,
198,Julian Strawther,22,DEN,SG,65,4,1384,0.559,17.8,0.5,0.8,1.3,0.043,-3.1,-1.4,-4.5,-0.9,0.61,-0.805292087,3.715277778,3715277.778,2552520,,
194,Ryan Dunn,22,PHO,SF,74,44,1410,0.517,16.7,0.2,0.7,1,0.034,-2.9,-1.2,-4.1,-0.7,0.439,-0.811817709,3.657407407,3657407.407,2530800,,
338,AJ Johnson,20,WAS,SG,22,11,595,0.478,17,-0.4,0,-0.4,-0.033,-5.8,-2.5,-8.3,-0.9,0.22,-0.817640575,3.599537037,3599537.037,2795294,,
184,Jamal Shead,22,TOR,PG,75,11,1467,0.499,18.6,-0.2,1.1,0.8,0.027,-3.2,-0.9,-4.1,-0.8,0.366,-0.822219251,3.541666667,3541666.667,1862265,,
126,Alex Sarr,19,WAS,C,67,67,1814,0.482,23.5,-1.6,1.3,-0.3,-0.007,-2.2,-1,-3.3,-0.6,0.22,-0.837993318,3.483796296,3483796.296,11245680,,
257,DaQuan Jeffries,27,CHO,SG,47,20,1071,0.518,13.5,0,0.6,0.6,0.027,-4,-0.7,-4.7,-0.7,0.232,-0.839358812,3.425925926,3425925.926,2425404,,
338,AJ Johnson,20,2TM,SG,29,11,639,0.48,17.4,-0.5,0,-0.4,-0.032,-5.6,-2.5,-8.1,-1,,-0.843494797,3.368055556,3368055.556,2795294,,
308,Vasilije Micic,31,2TM,PG,41,16,785,0.462,19.9,-1.2,0.2,-1,-0.06,-4.6,-2.4,-7,-1,,-0.848605476,3.310185185,3310185.185,7723000,,
102,Keon Johnson,22,BRK,SG,79,56,1925,0.499,21.7,-1.3,1.9,0.5,0.014,-3.1,-0.1,-3.3,-0.6,0.317,-0.8505222,3.252314815,3252314.815,2162606,,
166,Patrick Williams,23,CHI,PF,63,36,1576,0.512,16.9,-0.9,1.3,0.4,0.012,-3,-0.7,-3.7,-0.7,0.476,-0.911925968,3.194444444,3194444.444,18000000,,
171,Gabe Vincent,28,LAL,PG,72,11,1527,0.536,13.5,0.3,1,1.3,0.039,-3.8,-0.1,-4,-0.8,0.61,-0.953441132,3.136574074,3136574.074,11000000,,
86,Jalen Wilson,24,BRK,PF,79,22,2031,0.541,16.6,0.9,1,1.9,0.046,-2.6,-1.3,-3.9,-1,0.317,-0.984164739,3.078703704,3078703.704,1891857,,
212,Jordan Hawkins,22,NOP,SG,56,9,1321,0.504,21,-0.7,0.1,-0.5,-0.02,-2.4,-3,-5.4,-1.2,0.256,-0.988971442,3.020833333,3020833.333,4525680,,
99,Bilal Coulibaly,20,WAS,SF,59,59,1948,0.515,17.9,-0.6,0.9,0.3,0.008,-3,-0.7,-3.7,-0.8,0.22,-1.034291765,2.962962963,2962962.963,6945240,,
224,Tidjane Salaun,19,CHO,PF,60,10,1244,0.457,15.2,-0.9,0.9,0,0.002,-4.3,-0.8,-5.2,-1,0.232,-1.045651454,2.905092593,2905092.593,7488720,,
199,Nick Smith Jr.,20,CHO,SG,60,27,1369,0.502,20.8,-0.9,0.3,-0.5,-0.019,-3.2,-2.6,-5.7,-1.3,0.232,-1.079939393,2.847222222,2847222.222,2587200,,
128,Kyshawn George,21,WAS,SG,68,38,1802,0.503,15.9,-0.9,1.1,0.1,0.003,-3.8,-0.3,-4.1,-0.9,0.22,-1.155149913,2.789351852,2789351.852,2825520,,
108,Josh Green,24,CHO,SG,68,67,1887,0.559,11.8,0.4,1,1.5,0.037,-4.5,0.2,-4.3,-1.1,0.232,-1.217759614,2.731481481,2731481.481,12654321,,
100,Kyle Kuzma,29,2TM,PF,65,62,1936,0.514,24,-2.3,1.3,-0.9,-0.024,-2.9,-2,-4.9,-1.4,,-1.249781864,2.673611111,2673611.111,24456061,,
260,Cody Williams,20,UTA,SG,50,21,1060,0.419,12.5,-1.2,0.1,-1.2,-0.053,-6.1,-1.2,-7.3,-1.4,0.207,-1.276210679,2.615740741,2615740.741,5469120,,
119,Isaiah Collier,20,UTA,PG,71,46,1839,0.494,18.9,-1.3,0.5,-0.8,-0.021,-3.8,-1.5,-5.3,-1.6,0.207,-1.372590455,2.55787037,2557870.37,2512680,,
28,Bub Carrington,19,WAS,PG,82,57,2458,0.514,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,0.22,-1.567614762,2.5,2500000,4454880,,
