Rk,Player,Age,Team,Pos,G,GS,MP,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,WIN %,VALUE,AAV,ACE,SALARY,,
174,Jonas Valanciunas,32,WAS,C,49,12,983,0.602,23.8,1.3,1,2.3,0.112,0.8,-0.5,0.4,0.6,0.22,0.186271623,20.98039216,20980392.16,9900000,,
191,Zach Edey,22,MEM,C,66,55,1416,0.624,16.4,2.7,2.2,4.9,0.165,-0.2,0.1,-0.1,0.7,0.585,0.18606973,20.84422658,20844226.58,5756880,,
276,Thomas Bryant,27,2TM,C,66,8,963,0.614,17.1,1.8,1.2,3.1,0.152,0.7,0,0.6,0.6,,0.185554556,20.708061,20708061,2087519,,
225,Bobby Portis,29,MIL,PF,49,7,1244,0.542,24.1,0.9,1.9,2.7,0.106,0.6,-0.4,0.2,0.7,0.585,0.183686966,20.57189542,20571895.42,12578286,,
276,Thomas Bryant,27,IND,C,56,8,848,0.613,17.6,1.6,1,2.6,0.15,0.9,-0.2,0.7,0.6,0.61,0.182042341,20.43572985,20435729.85,2087519,,
38,Tobias Harris,32,DET,PF,73,73,2305,0.571,17.6,2.3,2.9,5.2,0.108,-0.5,0.6,0.1,1.2,0.537,0.181374008,20.29956427,20299564.27,25365854,,
296,Khris Middleton,33,2TM,SF,37,21,843,0.588,22,1.2,0.8,2,0.116,0.4,0.3,0.7,0.6,,0.176613674,20.16339869,20163398.69,31000000,,
61,Tyus Jones,28,PHO,PG,81,58,2174,0.585,16.2,4,0.3,4.4,0.096,1.4,-1.3,0.1,1.1,0.439,0.172368469,20.02723312,20027233.12,2087519,,
270,Kyle Anderson,31,GSW,PF,36,3,541,0.522,15.7,0.6,0.9,1.5,0.132,-0.3,2.6,2.3,0.6,0.585,0.151684488,19.9382716,19938271.6,8780488,,
15,Jaden McDaniels,24,MIN,PF,82,82,2614,0.562,16.3,2.3,3.9,6.3,0.115,-1.4,1.4,0,1.4,0.598,0.146942968,19.86111111,19861111.11,23017242,,
248,Kenrich Williams,30,OKC,PF,69,7,1132,0.587,15.4,1.6,1.9,3.6,0.151,-0.4,0.9,0.6,0.7,0.829,0.1423092,19.78395062,19783950.62,6669000,,
109,Nic Claxton,25,BRK,C,70,62,1882,0.569,16.8,1.8,2.5,4.3,0.11,-1.1,1.5,0.4,1.1,0.317,0.139168692,19.70679012,19706790.12,27556817,,
364,Richaun Holmes,31,WAS,PF,31,7,534,0.695,14.7,1.6,0.4,2,0.178,1.2,0,1.1,0.4,0.22,0.138486206,19.62962963,19629629.63,12648321,,
256,Jonathan Isaac,27,ORL,PF,71,1,1090,0.512,16.2,0.8,2.5,3.4,0.148,-1.1,1.8,0.7,0.7,0.5,0.137950641,19.55246914,19552469.14,25000000,,
247,Kevon Looney,28,GSW,C,76,6,1142,0.535,13.3,2.2,2.1,4.3,0.182,-1,1.3,0.3,0.7,0.585,0.137346442,19.47530864,19475308.64,8000000,,
342,Josh Okogie,26,2TM,SG,40,7,625,0.567,19.5,0.6,0.7,1.3,0.1,-0.1,1.6,1.5,0.6,,0.132977844,19.39814815,19398148.15,8250000,,
301,Cam Whitmore,20,HOU,SF,51,3,827,0.549,23.9,0.6,1.2,1.8,0.106,0.7,-0.4,0.3,0.5,0.634,0.129667097,19.32098765,19320987.65,3379080,,
31,Coby White,24,CHI,SG,74,73,2450,0.601,24.4,3,1.5,4.5,0.088,0.5,-1.4,-0.9,0.7,0.476,0.124861816,19.24382716,19243827.16,12000000,,
161,Caris LeVert,30,ATL,SG,26,0,692,0.583,21.2,1.1,0.5,1.6,0.112,1.1,-0.7,0.4,0.4,0.488,0.114938028,19.16666667,19166666.67,16615384,,
189,Kel'el Ware,20,MIA,C,64,36,1422,0.603,17.2,1.7,2.5,4.1,0.14,-0.7,0.6,-0.1,0.7,0.451,0.114379138,19.08950617,19089506.17,4231800,,
206,Jake LaRavia,23,MEM,PF,47,0,982,0.605,14.5,1.2,1.2,2.4,0.119,-0.2,1.5,1.3,0.8,0.585,0.108624971,19.01234568,19012345.68,3352680,,
181,D'Angelo Russell,28,BRK,PG,29,26,717,0.508,25.9,0.2,0.7,0.9,0.063,0.8,0.2,1,0.5,0.317,0.106329885,18.93518519,18935185.19,18692307,,
182,Lauri Markkanen,27,UTA,PF,47,47,1476,0.571,24,1.8,0.3,2.2,0.07,1.8,-2.1,-0.3,0.7,0.207,0.101285627,18.85802469,18858024.69,42176400,,
76,Dennis Schroder,31,BRK,PG,23,23,772,0.588,23.8,1.1,0.5,1.6,0.099,1.1,-1.1,0,0.4,0.317,0.09685232,18.7808642,18780864.2,13025250,,
81,Luguentz Dort,25,OKC,SF,71,71,2073,0.586,13.6,2.4,3.2,5.6,0.129,-0.6,0.8,0.2,1.2,0.829,0.095026134,18.7037037,18703703.7,16500000,,
141,De'Andre Hunter,27,ATL,SF,37,4,1064,0.616,24.2,1.6,0.6,2.2,0.1,0.9,-1.4,-0.4,0.4,0.488,0.094801476,18.62654321,18626543.21,21696429,,
186,Isaiah Stewart,23,DET,C,72,4,1434,0.616,12.4,2.1,2.2,4.3,0.144,-1.6,2.1,0.6,0.9,0.537,0.094339136,18.54938272,18549382.72,15000000,,
135,Collin Sexton,26,UTA,SG,63,61,1758,0.593,27,2.5,-0.1,2.4,0.066,1.7,-2.3,-0.6,0.6,0.207,0.092465659,18.47222222,18472222.22,18350000,,
17,Zach LaVine,29,SAC,SG,32,32,1170,0.642,23.7,1.7,0.4,2.1,0.086,1.8,-2.3,-0.4,0.5,0.488,0.08987882,18.39506173,18395061.73,44531940,,
207,Bogdan Bogdanovic,32,LAC,SG,30,4,750,0.608,18.6,1.1,0.9,2,0.128,0.1,0.1,0.2,0.4,0.61,0.084761703,18.31790123,18317901.23,17260000,,
243,Nikola Jovic,21,MIA,PF,46,10,1156,0.595,18.3,1.2,1.3,2.5,0.104,-0.3,0.6,0.3,0.7,0.451,0.083877251,18.24074074,18240740.74,2464200,,
311,Cam Thomas,23,BRK,SG,25,23,781,0.575,32.6,0.8,0.4,1.2,0.071,2.8,-2.6,0.3,0.5,0.317,0.082719929,18.16358025,18163580.25,4041249,,
118,Andrew Wiggins,29,MIA,SF,17,17,546,0.566,26.7,0.2,0.6,0.8,0.069,0.8,-0.1,0.7,0.4,0.451,0.074844209,18.08641975,18086419.75,26276786,,
229,Cole Anthony,24,ORL,PG,67,22,1234,0.531,24.6,0,2,2,0.078,-0.8,0.9,0.1,0.7,0.5,0.070164128,18.00925926,18009259.26,12900000,,
274,Zach Collins,27,2TM,PF,64,12,977,0.605,17.1,1.7,1,2.7,0.132,-0.8,0.8,0,0.5,,0.066106301,17.93209877,17932098.77,16741200,,
375,Jock Landale,29,HOU,C,42,3,500,0.59,15.7,1,0.7,1.7,0.159,0,0.4,0.4,0.3,0.634,0.064859094,17.85493827,17854938.27,8000000,,
328,Quinten Post,24,GSW,PF,42,14,686,0.595,19.6,0.8,0.9,1.7,0.116,0.1,0,0.1,0.4,0.585,0.064478421,17.77777778,17777777.78,438920,,
274,Zach Collins,27,CHI,PF,28,8,552,0.635,17.1,1.1,0.6,1.7,0.149,-0.1,0.2,0.1,0.3,0.476,0.061932113,17.70061728,17700617.28,16741200,,
255,Cameron Payne,30,NYK,PG,72,5,1090,0.532,20.8,1.3,1,2.3,0.099,-0.1,-0.2,-0.2,0.5,0.622,0.059144238,17.62345679,17623456.79,2087519,,
360,John Konchar,28,MEM,SG,46,4,558,0.592,8,0.6,0.9,1.5,0.131,-0.7,2.3,1.7,0.5,0.585,0.047479975,17.5462963,17546296.3,6165000,,
112,Derrick Jones Jr.,27,LAC,SF,77,55,1873,0.609,16.5,2.1,2.6,4.7,0.12,-1,0.7,-0.3,0.8,0.61,0.041148983,17.4691358,17469135.8,9523810,,
289,Jaden Ivey,22,DET,SG,30,30,898,0.569,26,0.3,0.8,1.2,0.062,0.8,-0.8,0,0.5,0.537,0.040231666,17.39197531,17391975.31,7977240,,
351,Jared McCain,20,PHI,SG,23,8,592,0.589,24.7,0.6,0.1,0.7,0.057,1.8,-1.6,0.2,0.3,0.293,0.036991923,17.31481481,17314814.81,4020360,,
245,Vit Krejci,24,ATL,PG,57,16,1153,0.661,12.9,1.8,0.8,2.6,0.11,0,0.7,0.7,0.8,0.488,0.035396765,17.23765432,17237654.32,2162606,,
201,Nicolas Batum,36,LAC,PF,78,8,1367,0.633,9,1.5,2,3.5,0.124,-1.2,2,0.8,1,0.61,0.034117646,17.16049383,17160493.83,4668000,,
162,Miles McBride,24,NYK,PG,64,10,1593,0.531,16.8,1.8,1.4,3.2,0.098,-0.4,0.4,0,0.8,0.622,0.029032381,17.08333333,17083333.33,4710144,,
269,Jalen Suggs,23,ORL,PG,35,35,1002,0.536,27.5,-0.7,1.8,1.1,0.052,-0.8,1.3,0.4,0.6,0.5,0.028287986,17.00617284,17006172.84,9188385,,
250,Aaron Nesmith,25,IND,SF,45,37,1123,0.653,17.4,1.9,1,2.9,0.126,0,-0.5,-0.5,0.4,0.61,0.027934603,16.92901235,16929012.35,11000000,,
304,Steven Adams,31,HOU,C,58,3,794,0.541,13.6,1,1.3,2.3,0.137,0,0.3,0.3,0.5,0.634,0.015163167,16.85185185,16851851.85,12600000,,
195,Sam Merrill,28,CLE,SG,71,4,1401,0.583,14.3,1.8,1.5,3.3,0.113,-0.4,0.7,0.3,0.8,0.78,0.013914486,16.77469136,16774691.36,2164993,,
293,Alec Burks,33,MIA,SG,49,14,863,0.608,16.5,0.9,0.9,1.8,0.1,0,0.3,0.3,0.5,0.451,0.012142749,16.69753086,16697530.86,2087519,,
254,Jaxson Hayes,24,LAL,C,56,35,1093,0.72,12.4,2.3,1.4,3.7,0.162,-1.6,1.3,-0.3,0.5,0.61,0.006915137,16.62037037,16620370.37,2463946,,
246,Jonathan Kuminga,22,GSW,PF,47,10,1144,0.535,27.4,0.5,1.5,1.9,0.08,-0.5,-0.1,-0.6,0.4,0.585,0.006353969,16.54320988,16543209.88,7636307,,
236,Deandre Ayton,26,POR,C,40,40,1206,0.583,19.4,1.2,1.6,2.8,0.113,-0.3,-0.4,-0.7,0.4,0.439,0.004942093,16.46604938,16466049.38,34005126,,
305,Aaron Holiday,28,HOU,PG,62,3,792,0.594,16.8,1.2,0.8,2,0.122,-0.4,0.1,-0.2,0.3,0.634,0.003599652,16.38888889,16388888.89,4668000,,
181,D'Angelo Russell,28,2TM,PG,58,36,1480,0.522,24,0.7,1.3,1.9,0.063,0,-0.4,-0.4,0.6,,0.001408238,16.3117284,16311728.4,18692307,,
92,Draymond Green,34,GSW,PF,68,66,1983,0.534,15.9,0.3,3.4,3.7,0.088,-2.3,2.8,0.5,1.3,0.585,-0.001502175,16.2345679,16234567.9,24107143,,
303,Marcus Sasser,24,DET,PG,57,1,811,0.589,19.4,1,0.8,1.8,0.108,-0.4,-0.2,-0.6,0.3,0.537,-0.006716205,16.15740741,16157407.41,2755080,,
371,Tristan Vukcevic,21,WAS,C,35,1,513,0.608,25.7,0.3,0.4,0.7,0.069,0.4,-0.9,-0.5,0.2,0.22,-0.008722124,16.08024691,16080246.91,578577,,
292,Neemias Queta,25,BOS,C,62,6,863,0.674,13.7,1.8,1.4,3.2,0.179,-1.7,1,-0.7,0.3,0.744,-0.010178407,16.00308642,16003086.42,2162606,,
168,Grayson Allen,29,PHO,SG,64,7,1544,0.631,17.6,2,0.6,2.5,0.079,0.7,-1,-0.3,0.7,0.439,-0.015736197,15.92592593,15925925.93,15625000,,
83,Malik Monk,26,SAC,SG,65,45,2054,0.549,24.6,1.3,1.4,2.8,0.065,0.3,-1.1,-0.8,0.6,0.488,-0.018021161,15.84876543,15848765.43,17405203,,
211,Donovan Clingan,20,POR,C,67,37,1324,0.574,14.2,1.8,2.2,4,0.144,-1.7,1.4,-0.3,0.6,0.439,-0.021166846,15.77160494,15771604.94,6836400,,
103,Naji Marshall,27,DAL,SF,69,31,1919,0.584,20,2,1.5,3.5,0.087,-0.3,-0.5,-0.8,0.6,0.476,-0.02451856,15.69444444,15694444.44,8571429,,
131,Kris Dunn,30,LAC,PG,74,58,1783,0.531,12.7,0.8,3.2,4,0.108,-2.8,3.4,0.6,1.2,0.61,-0.025226904,15.61728395,15617283.95,5168000,,
206,Jake LaRavia,23,2TM,PF,66,0,1349,0.591,14.4,1.4,1.5,2.9,0.104,-0.8,1.1,0.2,0.8,,-0.030655057,15.54012346,15540123.46,3352680,,
90,Quentin Grimes,24,DAL,SG,47,12,1070,0.599,18.5,1,0.8,1.7,0.078,0.1,-0.4,-0.3,0.5,0.476,-0.037561774,15.46296296,15462962.96,4296682,,
24,Toumani Camara,24,POR,PF,78,78,2548,0.572,14.4,2.5,2.6,5.2,0.097,-0.9,0.8,-0.1,1.2,0.439,-0.040686635,15.38580247,15385802.47,1891857,,
280,Brandon Miller,22,CHO,SF,27,27,924,0.54,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0,0.4,0.232,-0.042974284,15.30864198,15308641.98,11424600,,
361,Dwight Powell,33,DAL,C,55,3,551,0.713,7.6,1.2,0.5,1.7,0.147,-1.5,1.5,0,0.3,0.476,-0.043350847,15.23148148,15231481.48,4000000,,
302,Ryan Rollins,22,MIL,PG,56,19,820,0.6,18.4,0.7,1,1.7,0.101,-1.4,0.9,-0.5,0.3,0.585,-0.044402085,15.15432099,15154320.99,1091887,,
144,Jabari Smith Jr.,21,HOU,PF,57,39,1716,0.562,16.4,1.9,2.2,4.2,0.117,-0.8,0.1,-0.7,0.6,0.634,-0.046561354,15.07716049,15077160.49,9770880,,
180,Kevin Porter Jr.,24,2TM,SG,75,4,1482,0.531,25.4,-0.1,2.3,2.2,0.072,-1.6,0.9,-0.6,0.5,,-0.048913875,15,15000000,3366937,,
113,Rui Hachimura,26,LAL,PF,59,57,1869,0.619,15.8,2.8,1.5,4.3,0.11,-0.1,-0.6,-0.7,0.6,0.61,-0.050132819,14.92283951,14922839.51,17000000,,
239,Clint Capela,30,ATL,C,55,41,1176,0.564,16.7,1.7,1.5,3.2,0.131,-0.6,-0.4,-1,0.3,0.488,-0.050422532,14.84567901,14845679.01,22265280,,
367,Jaylen Clark,23,MIN,SG,40,4,522,0.598,12,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2,0.598,-0.05163586,14.76851852,14768518.52,492323,,
121,Royce O'Neale,31,PHO,SF,75,22,1837,0.585,15.5,1.6,1.2,2.8,0.073,0.2,-0.1,0.1,1,0.439,-0.052241975,14.69135802,14691358.02,9375000,,
320,Jabari Walker,22,POR,SF,60,1,749,0.601,16.3,1,1,2,0.128,-1.2,0.5,-0.8,0.2,0.439,-0.056921252,14.61419753,14614197.53,2019699,,
322,Drew Eubanks,27,UTA,C,37,4,568,0.632,14.8,0.8,0.4,1.2,0.1,-0.9,0.9,0,0.3,0.207,-0.057383888,14.53703704,14537037.04,5000000,,
80,Nickeil Alexander-Walker,26,MIN,SG,82,10,2073,0.579,16,2,2.3,4.3,0.099,-0.8,0.4,-0.4,0.8,0.598,-0.057776173,14.45987654,14459876.54,4312500,,
222,Dean Wade,28,CLE,PF,59,30,1252,0.563,10.4,1.3,1.7,3,0.113,-1,1.2,0.3,0.7,0.78,-0.058158515,14.38271605,14382716.05,6166667,,
263,Jared Butler,24,2TM,SG,60,17,1044,0.549,23.6,1,0.4,1.4,0.063,0.5,-1.5,-1,0.3,,-0.064365626,14.30555556,14305555.56,745726,,
290,Kelly Olynyk,33,2TM,C,44,22,891,0.609,18.5,1,0.7,1.7,0.092,-1.1,0.4,-0.7,0.3,,-0.06849714,14.22839506,14228395.06,12804878,,
125,Dorian Finney-Smith,31,BRK,PF,20,20,579,0.613,14.2,0.7,0.5,1.1,0.094,-0.1,0.1,0,0.3,0.317,-0.071714787,14.15123457,14151234.57,14924167,,
313,Lonzo Ball,27,CHI,PG,35,14,777,0.524,15.9,0.3,0.9,1.2,0.075,-1.5,1.7,0.2,0.4,0.476,-0.081917176,14.07407407,14074074.07,21395348,,
365,Mouhamed Gueye,22,ATL,PF,33,28,533,0.52,15.7,0.4,0.8,1.2,0.106,-1.6,1,-0.6,0.2,0.488,-0.082475269,13.99691358,13996913.58,1891857,,
350,Brandon Ingram,27,NOP,SF,18,18,595,0.56,30.2,-0.2,0.2,0,0.001,1.4,-1.7,-0.3,0.3,0.256,-0.084060786,13.91975309,13919753.09,36016200,,
208,Justin Champagnie,23,WAS,SF,62,31,1340,0.614,15.6,1.6,1.2,2.8,0.1,-0.3,-0.2,-0.5,0.5,0.22,-0.088513263,13.84259259,13842592.59,1800000,,
146,Bradley Beal,31,PHO,SG,53,38,1702,0.598,22.1,1.9,0.6,2.4,0.068,-0.1,-1,-1.1,0.4,0.439,-0.088521559,13.7654321,13765432.1,50203930,,
353,Jae'Sean Tate,29,HOU,SF,52,2,588,0.557,13.3,0.8,0.8,1.6,0.133,-2.1,1.4,-0.7,0.2,0.634,-0.093021214,13.6882716,13688271.6,7565217,,
214,Mason Plumlee,34,PHO,C,74,21,1300,0.645,10.8,2.4,1.3,3.7,0.136,-1.5,1,-0.6,0.5,0.439,-0.094250971,13.61111111,13611111.11,2087519,,
359,Malcolm Brogdon,32,WAS,PG,24,13,564,0.544,23.7,0.6,0.1,0.7,0.061,-0.1,-1.5,-1.5,0.1,0.22,-0.094593407,13.53395062,13533950.62,22500000,,
156,Moses Moody,22,GSW,SG,74,34,1649,0.578,17.4,1.7,1.8,3.5,0.102,-0.9,0,-0.9,0.5,0.585,-0.095272109,13.45679012,13456790.12,5803269,,
322,Drew Eubanks,27,2TM,C,61,4,746,0.622,15.1,1,0.7,1.7,0.107,-1.2,0.6,-0.7,0.3,,-0.102672031,13.37962963,13379629.63,5000000,,
203,Jeremy Sochan,21,SAS,PF,54,23,1364,0.589,19,1.7,1.1,2.7,0.096,-0.8,-0.4,-1.2,0.3,0.415,-0.104423025,13.30246914,13302469.14,5570040,,
209,Paul George,34,PHI,PF,41,41,1334,0.543,23.5,-0.2,1.2,1,0.036,-0.5,0.1,-0.4,0.5,0.293,-0.105774334,13.22530864,13225308.64,49205800,,
105,Guerschon Yabusele,29,PHI,C,70,43,1895,0.616,16.3,2.9,1,3.9,0.099,0.1,-1.1,-1,0.5,0.293,-0.108792726,13.14814815,13148148.15,2087519,,
200,Jaime Jaquez Jr.,23,MIA,SF,66,17,1368,0.543,20.2,0.5,1.8,2.3,0.081,-1.4,0.5,-0.9,0.4,0.451,-0.113549515,13.07098765,13070987.65,3685800,,
52,De'Aaron Fox,27,SAS,PG,17,17,578,0.537,26,0.5,0.4,0.9,0.071,-0.6,-1.4,-2,0,0.415,-0.114372045,12.99382716,12993827.16,34848340,,
193,Terance Mann,28,ATL,SG,30,1,682,0.629,15.4,1.3,0.3,1.6,0.111,-0.1,-1.2,-1.3,0.1,0.488,-0.120444482,12.91666667,12916666.67,11423077,,
261,Isaac Okoro,24,CLE,SG,55,22,1053,0.587,12.5,1.5,1,2.5,0.115,-1.1,0.6,-0.5,0.4,0.78,-0.121262486,12.83950617,12839506.17,10185186,,
290,Kelly Olynyk,33,NOP,C,20,20,508,0.596,18.2,0.6,0.3,0.8,0.077,-1.4,0,-1.4,0.1,0.256,-0.123069847,12.76234568,12762345.68,12804878,,
88,Davion Mitchell,26,MIA,PG,30,15,947,0.611,14.2,1.3,1,2.3,0.114,-1.5,0.8,-0.6,0.3,0.451,-0.124899328,12.68518519,12685185.19,6451077,,
50,Shaedon Sharpe,21,POR,SG,72,52,2252,0.551,25.1,1.3,1.7,3,0.064,0,-1.3,-1.3,0.4,0.439,-0.127014618,12.60802469,12608024.69,6614160,,
349,Ajay Mitchell,22,OKC,SG,36,1,597,0.587,16.2,0.6,0.9,1.5,0.122,-2.5,0.9,-1.6,0.1,0.829,-0.132644707,12.5308642,12530864.2,3000000,,
175,Kyle Filipowski,21,UTA,C,72,27,1522,0.594,18.7,1.5,1,2.5,0.078,-0.6,-0.3,-1,0.4,0.207,-0.134057525,12.4537037,12453703.7,3000000,,
120,Keldon Johnson,25,SAS,SF,77,0,1838,0.572,21.6,2.2,1,3.2,0.083,0,-1.6,-1.6,0.2,0.415,-0.136152064,12.37654321,12376543.21,19000000,,
345,Cory Joseph,33,ORL,PG,50,16,612,0.547,12.8,0.6,0.9,1.5,0.114,-2.3,1.4,-0.8,0.2,0.5,-0.136582559,12.29938272,12299382.72,3303771,,
327,DeAndre Jordan,36,DEN,C,56,5,691,0.621,12.8,0.9,0.9,1.8,0.127,-1.4,0.2,-1.2,0.2,0.61,-0.142288716,12.22222222,12222222.22,2087519,,
115,Buddy Hield,32,GSW,SG,82,22,1863,0.56,20.5,0.6,2.2,2.8,0.073,-0.7,-0.3,-1,0.5,0.585,-0.143910573,12.14506173,12145061.73,8780488,,
76,Dennis Schroder,31,DET,PG,28,8,705,0.515,19.6,0.9,0.5,1.5,0.1,-0.9,-1.2,-2.1,0,0.537,-0.14402952,12.06790123,12067901.23,13025250,,
355,Jarred Vanderbilt,25,LAL,PF,36,2,581,0.537,12.5,0.5,0.9,1.4,0.114,-2.3,1.3,-1,0.2,0.61,-0.146260694,11.99074074,11990740.74,10714286,,
251,Dalano Banton,25,POR,PG,67,7,1120,0.497,24.1,-0.3,1.1,0.8,0.033,-0.6,-0.2,-0.8,0.3,0.439,-0.151078575,11.91358025,11913580.25,2196970,,
181,D'Angelo Russell,28,LAL,PG,29,10,763,0.537,22.1,0.4,0.6,1,0.063,-0.7,-1,-1.7,0.1,0.61,-0.151414869,11.83641975,11836419.75,18692307,,
363,Jordan Goodwin,26,LAL,PG,29,5,543,0.541,14.1,0.2,0.7,1,0.084,-1.7,0.8,-0.8,0.2,0.61,-0.156572373,11.75925926,11759259.26,223718,,
94,Klay Thompson,34,DAL,SF,72,72,1965,0.552,21.8,0.7,1.1,1.8,0.045,0.7,-1.6,-1,0.5,0.476,-0.169944922,11.68209877,11682098.77,15873016,,
331,Marcus Smart,30,2TM,PG,34,7,680,0.529,20.6,0.1,0.6,0.7,0.051,-1.6,0.1,-1.5,0.1,,-0.173073557,11.60493827,11604938.27,20210284,,
134,Wendell Carter Jr.,25,ORL,C,68,51,1758,0.544,16,1.6,3,4.6,0.125,-2.2,0.9,-1.2,0.3,0.5,-0.174310287,11.52777778,11527777.78,11950000,,
123,CJ McCollum,33,NOP,PG,56,56,1832,0.55,27.2,1.3,0.2,1.5,0.038,1.2,-2.6,-1.4,0.3,0.256,-0.174693043,11.45061728,11450617.28,33333333,,
357,Monte Morris,29,PHO,PG,45,0,571,0.546,18.1,0.6,0.2,0.8,0.064,-1,-0.8,-1.8,0,0.439,-0.176948343,11.37345679,11373456.79,2087519,,
36,Dillon Brooks,29,HOU,SF,75,75,2388,0.555,17.7,2.7,2.5,5.1,0.103,-1.4,0,-1.4,0.4,0.634,-0.177829957,11.2962963,11296296.3,22255493,,
93,Devin Vassell,24,SAS,SG,64,53,1983,0.553,22.1,0.9,1.3,2.2,0.054,-0.3,-0.8,-1.1,0.4,0.415,-0.179571681,11.2191358,11219135.8,29347826,,
263,Jared Butler,24,PHI,SG,28,17,682,0.54,22.2,0.4,0.3,0.8,0.055,-0.4,-1.7,-2.1,0,0.293,-0.180319723,11.14197531,11141975.31,745726,,
122,P.J. Washington,26,DAL,PF,57,56,1835,0.556,20.4,0.3,2.1,2.4,0.062,-1.1,0.2,-0.9,0.5,0.476,-0.180938212,11.06481481,11064814.81,15500000,,
187,Brice Sensabaugh,21,UTA,SF,71,15,1432,0.612,21.5,0.9,0.3,1.2,0.042,0.4,-1.6,-1.2,0.3,0.207,-0.18965755,10.98765432,10987654.32,2571480,,
258,Jusuf Nurkic,30,2TM,C,51,32,1063,0.555,20.6,0,1.5,1.5,0.066,-2.2,0.9,-1.3,0.2,,-0.191819131,10.91049383,10910493.83,18125000,,
278,Jordan Clarkson,32,UTA,SG,37,9,962,0.54,27.8,0.2,0.2,0.4,0.021,0.6,-2.1,-1.5,0.1,0.207,-0.193944613,10.83333333,10833333.33,14092577,,
205,Trey Lyles,29,SAC,PF,69,5,1349,0.551,14.3,1.3,1.2,2.6,0.091,-0.4,-0.3,-0.7,0.4,0.488,-0.194195482,10.75617284,10756172.84,8000000,,
346,Zeke Nnaji,24,DEN,PF,57,4,608,0.574,12.2,0.6,0.6,1.2,0.097,-2.1,0.7,-1.3,0.1,0.61,-0.196920564,10.67901235,10679012.35,8888889,,
150,Kevin Huerter,26,CHI,SG,26,16,780,0.566,17.8,0.5,0.6,1.1,0.066,-1.2,-0.3,-1.5,0.1,0.476,-0.198067225,10.60185185,10601851.85,16830357,,
323,Talen Horton-Tucker,24,CHI,SG,58,0,724,0.567,21.6,0.6,0.5,1.1,0.075,-1.4,-1.1,-2.4,-0.1,0.476,-0.198858182,10.52469136,10524691.36,2087519,,
300,Garrison Mathews,28,ATL,SG,47,2,830,0.606,15.9,1,0.5,1.5,0.087,-1.1,-0.5,-1.6,0.1,0.488,-0.208608531,10.44753086,10447530.86,2230253,,
347,Kessler Edwards,24,DAL,SF,40,18,608,0.597,11.1,0.6,0.6,1.2,0.096,-2,0.6,-1.4,0.1,0.476,-0.208826474,10.37037037,10370370.37,578577,,
348,Pat Connaughton,32,MIL,SG,41,1,603,0.567,15.6,0.6,0.6,1.2,0.093,-1.4,-0.8,-2.3,0,0.585,-0.221092993,10.29320988,10293209.88,9423869,,
142,Ochai Agbaji,24,TOR,SG,64,45,1739,0.601,14.6,1.6,1.5,3.1,0.087,-0.9,0.2,-0.7,0.5,0.366,-0.222443951,10.21604938,10216049.38,4310280,,
78,Russell Westbrook,36,DEN,PG,75,36,2092,0.532,23.8,-0.1,2.1,1.9,0.045,-0.9,-0.2,-1.1,0.5,0.61,-0.224588048,10.13888889,10138888.89,5631296,,
193,Terance Mann,28,LAC,SG,37,12,732,0.533,14,0.4,1,1.4,0.093,-2.5,1.2,-1.3,0.1,0.61,-0.22578853,9.990740741,9990740.741,11423077,,
179,Dalton Knecht,23,LAL,SF,78,16,1494,0.594,18.5,1.7,1,2.7,0.086,-0.1,-1.7,-1.8,0.1,0.61,-0.225721398,10.0617284,10061728.4,3819120,,
354,Olivier-Maxence Prosper,22,DAL,PF,52,4,584,0.484,16.3,0.3,0.5,0.9,0.072,-1.6,-0.5,-2.1,0,0.476,-0.226085966,9.944444444,9944444.444,2870400,,
147,Georges Niang,31,CLE,PF,51,1,1053,0.617,16.5,1.1,1.1,2.2,0.099,-1.3,-0.5,-1.8,0.1,0.78,-0.226623256,9.898148148,9898148.148,8500000,,
332,Jalen Pickett,25,DEN,SG,49,4,666,0.545,13.2,0.8,0.3,1.1,0.078,-0.8,-0.7,-1.5,0.1,0.61,-0.227679874,9.851851852,9851851.852,1891857,,
237,Jarace Walker,21,IND,PF,75,5,1187,0.59,17.1,0.1,1.5,1.6,0.065,-1.8,0.8,-0.9,0.3,0.61,-0.229904421,9.805555556,9805555.556,6362520,,
316,Gui Santos,22,GSW,PF,56,2,762,0.575,13.2,0.8,0.9,1.7,0.11,-2.2,0.5,-1.7,0.1,0.585,-0.230386109,9.759259259,9759259.259,1891857,,
306,Karlo Matkovic,23,NOP,PF,42,7,791,0.639,15.9,1,0.6,1.6,0.096,-1.9,-0.2,-2,0,0.256,-0.233733548,9.712962963,9712962.963,1407153,,
336,Reed Sheppard,20,HOU,PG,52,3,654,0.465,17.8,-0.3,1,0.8,0.055,-3,1.3,-1.7,0.1,0.634,-0.234905102,9.666666667,9666666.667,10098960,,
252,Ben Simmons,28,2TM,PG,51,24,1120,0.539,13.2,0.5,1.3,1.8,0.078,-2.3,1.8,-0.5,0.4,,-0.237691194,9.62037037,9620370.37,40011909,,
